Street Name,From Street Name,To Street Name,PCI,Surface Distress Index,Roughness Index,Condition Rating
PELHAM ST NW,JOSEPH E LOWERY BLVD NW,WHITAKER ST NW,46.0,19.145,34.14317197,Very Poor
EVELYN WAY,BLANCHE ST,WEST LAKE AVE,59.0,75.9,81.5311292,Very Good
JONES AVE,MAPLE ST,EDWARDS ST,62.0,77.7,58.10775,Good
DREWRY ST,BARNETT ST,FREDERICA ST,66.0,82.795,64.15869937,Very Good
DREWRY ST,BARNETT ST,FREDERICA ST,66.0,82.795,64.15869937,Very Good
FORSYTH ST SW,MARIETTA ST NW,ALABAMA ST SW,52.0,52.13,57.48691163,Marginal
CREW ST,POPE ST,HAYGOOD AVE,59.0,53.935,63.88819842,Fair
IRWIN ST,RANDOLPH ST,AUBURN AVE,44.0,33.46,46.95941422,Poor
VERBENA ST NW,FAIRFIELD PL NW,DAHLIA AVE,38.0,64.6,52.86401721,Fair
ROCKWOOD AVE,HAMILTON E HOLMES DR,COMMERCIAL AVE,66.0,31.2,55.79344894,Poor
MEREDITH DR,SPRING VALLEY RD,SPRING VALLEY RD,58.0,75.63,55.2785775,Good
BURRE LN,FERRY HEIGHTS DR,FERRY LN,61.0,27.975,32.78258531,Very Poor
EISENHOWER CT,EISENHOWER CT,EISENHOWER CT,21.0,72.0,49.8,Fair
PRYOR ST,CRUMLEY ST,RICHARDSON ST,21.0,71.7,71.22919812,Good
DEKALB AVE,FERGUSON ST,WHITEFOORD AVE,38.0,53.385,61.93262105,Fair
LOVEJOY ST NW,IVAN ALLEN JR BLVD NW,MILLS ST NW,15.0,49.635,61.56104182,Marginal
3RD AVE,DEARWOOD DR,4TH ST,55.0,35.625,48.45342779,Poor
BOULEVARD,KILLIAN ST,ROSALIA ST,22.0,25.1,38.96878898,Very Poor
SPRINGSIDE DR,ALTAVIEW DR,RIVER RIDGE DR,60.0,38.68,67.97488709,Marginal
SUSSEX RD NE,CUMBERLAND RD NE,ROCK SPRINGS RD NE,21.0,74.6,53.791,Good
TERRY ST,GLENN ST,CRUMLEY ST,62.0,39.515,48.0252879,Poor
MCPHERSON AVE,MCPHERSON PL,MONUMENT AVE,57.0,17.855,41.37820152,Very Poor
LISBON DR,BREWER BLVD,CASPLAN ST,40.0,66.2,67.23082499,Good
EMPIRE WAY,WEST END,EMPIRE BLVD,63.0,51.11,40.19232666,Marginal
CASTLEBERRY ST SW,SPRING ST SW,FORSYTH ST SW,23.0,69.33,92.35935631,Very Good
PUEBLO DR,OZARK TRL,NAVAJO TRL,46.0,83.54,89.07920515,Excellent
ADAMS DR,WOOD TRL,ADAMS RUN,67.0,92.7,79.07555,Excellent
GLENWOOD AVE,BILL KENNEDY WAY,BRASFIELD SQ,50.0,39.17,55.12275687,Poor
KIMBALL RD,KIMBALL RD,KIMBALL RD,10.0,51.38,44.29896785,Marginal
COLLUM ST,COLLUM ST,COLLUM ST,21.0,70.2,46.839,Fair
LITTLE ST,POLLARD BLVD,CREW ST,24.0,48.0,72.60261673,Fair
FORT VALLEY DR,SHEPHERD CIR,SE END,20.0,69.3,78.45606851,Good
BOULDER PARK DR,HOWELL TER,ENGLISH DR,23.0,29.22,55.4883912,Poor
BEDFORD ST,ENGLISH AVE,JAMES P BRAWLEY DR,19.0,4.84,25.43911173,Very Poor
CLIMAX ST,WEST END,GRANT ST,24.0,21.93,33.76457449,Very Poor
HOLLINGSWORTH BLVD,WILLMA DR,SAMPLES LN,63.0,77.1,57.30975,Good
CHRISTMAN ST,METROPOLITAN PKWY,SPUR TRACK,17.0,16.25,47.40528012,Very Poor
FAIRLIE ST,WALL ST,MARIETTA ST,11.0,5.385,18.54904406,Very Poor
SKYHAVEN DR,MORELAND AVE,EAST END,12.0,23.51,49.74486057,Poor
POLAR ROCK PL,POLAR ROCK AVE,POLAR ROCK TER,23.0,71.57,77.85354393,Good
VICTORY DR,MURPHY AVE,LANIER DR,24.0,38.665,43.61830491,Poor
BROWNLEE RD,MARTIN LUTHER KING JR DR,DELMAR LN,18.0,68.77,55.93785588,Fair
GRIFFIN ST,WHEELER ST,BEDFORD ST,16.0,30.025,67.810101,Poor
FORREST PL,BOLTON RD,FORREST AVE,19.0,27.52,31.35986695,Very Poor
FULTON ST,ALICE ST,CENTRAL AVE,56.0,32.9,59.27557939,Poor
BENTEEN AVE,SOUTH END,FRANCIS AVE,24.0,30.425,33.83069958,Poor
DUNBAR ST SW,HUBBARD ST SW,SIMS ST SW,20.0,61.95,51.9009595,Fair
BOLTON DR NW,BOLTON PL,DEAD END,18.0,61.05,71.58291091,Fair
FORSYTH ST SW,MARTIN L KING JR DR SW,MITCHELL ST SW,15.0,63.39,50.05974593,Fair
NORTH EVELYN PL,DONALD LEE HOLLOWELL PKWY,HORTENSE WAY,20.0,75.52,55.12224,Good
WADLEY ST,SOUTH END,WILSON AVE,48.0,44.025,43.89957211,Poor
BANKHEAD AVE,BANKHEAD AVE,BIBB ST,11.0,11.295,22.46408889,Very Poor
GRIGGS ST,SPENCER ST,THURMOND ST,19.0,56.11,41.42956185,Marginal
NORTH VIRGINIA AVE,LOS ANGELES AVE,STILLWOOD DR,64.0,53.6,53.46030056,Marginal
FIELDING CT,SOUTH END,FIELDING LN,38.0,61.57,55.5448541,Fair
PACES FERRY RD,WEST PACES FERRY RD,PACES PL,15.0,59.415,41.52021997,Marginal
OGLETHORPE AVE,VICTORIA PL,OGLETHORPE AVE,23.0,47.12,53.84862979,Marginal
OLD WHEAT ST,HOGUE ST,HOWELL ST,40.0,85.43,66.7788775,Very Good
PARK AVE,SYDNEY ST,SYDNEY ST,61.0,93.6,81.6032,Excellent
JOSEPH E BOONE BLVD,ANDERSON AVE,DIXIE HILLS CIR,42.0,74.545,76.64133533,Very Good
HOLLY ST,HOLLY DOWNS CT,14TH ST,56.0,89.9,80.24471747,Excellent
NACOOCHEE DR,PEACHTREE BATTLE AVE,PEACHTREE BATTLE AVE,44.0,50.93,71.79353066,Fair
AKRIDGE ST,SCOTT ST,EASON ST,67.0,69.4,74.13875936,Good
PRYOR RD,SAINT JOHNS AVE,FAIR DR,52.0,21.93,58.49502891,Poor
BARNESDALE WAY,BARNESDALE WAY,BARNESDALE WAY,13.0,64.235,61.08814573,Fair
MCDANIEL ST,PETERS ST,GREENSFERRY AVE,21.0,67.225,41.58998437,Fair
DAMERON CIR,WEST END,BROWNLEE RD,45.0,28.07,35.18013426,Poor
LATONA DR,OAK DR,GLENROSE CIR,24.0,35.9,54.23420143,Poor
VINE ST,CAMERON M ALEXANDER BLVD,MELDRUM ST,8.0,3.075,26.58649514,Very Poor
CHAPEL ST,HAYNES ST NW,MANGUM ST,23.0,47.875,44.66236277,Marginal
JAMES P BRAWLEY DR,DALVIGNEY ST,PELHAM ST,52.0,40.5,57.15049583,Marginal
CASCADE RD,WOODLAND TER,AUDUBON CIR,58.0,54.105,56.21435193,Marginal
BROWNS MILL RD,BROWNS MILL RD,OAK DR,24.0,70.45,62.2006995,Good
IRA ST,BASS ST,RALPH DAVID ABERNATHY BLVD,24.0,49.195,47.87666772,Marginal
MEMORIAL DR,TRINITY AVE,TRINITY AVE,23.0,23.485,40.61595778,Very Poor
DICKSON PL,11TH ST,NORTH END,15.0,67.355,47.14869783,Fair
HURT PLZ,EDGEWOOD AVE,PEACHTREE CENTER AVE,13.0,39.78,37.54921881,Poor
FOUNDRY ST,ELM ST,VINE ST,41.0,64.625,58.98919556,Fair
SPRINGDALE CIR,SPRINGDALE PL,MILLIRONS DR,9.0,11.8,34.62225157,Very Poor
STEPHENS ST,WELCH ST,COLEMAN ST,14.0,25.105,41.66886491,Poor
RALPH MCGILL BLVD,GLEN IRIS DR,FORTUNE ST,24.0,87.2,68.344,Very Good
FLAT SHOALS RD,FAYETTEVILLE RD,SE END,19.0,70.8,54.98923842,Good
WESTVIEW PL,WESTVIEW DR,MIMS ST,17.0,19.7,64.78057114,Poor
GRANGE CT,THOMASVILLE BLVD,GRANGE CT,23.0,52.855,52.65550928,Marginal
CAMERON M ALEXANDER BLVD,ELM ST,VINE ST,24.0,78.82,59.54919,Good
CONNALLY AVE,RYAN ST,CAMPBELLTON RD,18.0,12.78,41.84645649,Very Poor
COOPER ST,SOUTH END,PEACHTREE ST,19.0,47.285,42.56199514,Marginal
BAKER ST,CENTENNIAL OLYMPIC PARK DR,WILLIAMS ST,18.0,38.945,44.90888678,Poor
ALEXANDER ST NE,DEAD END,IVAN ALLEN JR BLVD NE,21.0,45.69,56.58802938,Marginal
ESTER DR,CODEL ST,DOSTER ST,23.0,70.4,55.36683039,Good
GLENWOOD AVE,WALDO ST,CAMERON ST,67.0,69.82,70.41835226,Good
SPRING ST NW,CENTENNIAL OLYMPIC P DR NW,SPRING ST NW,24.0,35.705,55.84398827,Poor
BENNETT ST,TULA ST,PEACHTREE RD,17.0,57.3,24.10937711,Marginal
LAURENT ST,MECASLIN ST,STATE ST,65.0,47.575,71.45148246,Fair
BRIARCLIFF TER,BRIARCLIFF CT,BRIARCLIFF CT,22.0,21.42,51.23626087,Poor
FORDHAM CT NE,DEAD END,ROCK SPRINGS RD NE,41.0,55.4,45.80288972,Marginal
JETT PL,JETT RD,NORTH END,56.0,75.895,64.12507151,Good
BRAEBURN CIR,CLIFTON RD,NE END,59.0,36.0,54.3113528,Poor
KIMBALL RD,KIMBALL RD,ROLLING HILL RD,22.0,36.725,55.63112175,Poor
WESTWOOD AVE,AKRIDGE PL,MANSON AVE,64.0,54.6,52.38455766,Marginal
OAKLAND AVE,AUGUSTA AVE,BASS ST,50.0,57.935,56.35295104,Fair
VINE ST,RHODES ST,DOROTHY BOLDEN WAY,49.0,98.1,89.25995,Excellent
ADAIR AVE,BARNETT ST,ADAIR AVE,59.0,90.4,74.73202852,Excellent
MERRILYN DR,BROWNS MILL RD,JONESBORO RD,36.0,93.8,85.17694049,Excellent
WAINWRIGHT DR SE,BRADLEY AVE,BOULDERCREST DR SE,66.0,52.425,67.46217723,Fair
JOSEPH E LOWERY BLVD,DRUMMOND ST,MITCHELL ST,27.0,72.97,51.3284775,Good
EVANS DR,VICTORY DR,HARTE DR,27.0,27.235,46.56674352,Poor
BOULEVARD,FEDERAL TER,FEDERAL TER,32.0,27.5,34.4328621,Very Poor
PORTLAND AVE,HEMLOCK CIR,MORELAND AVE,36.0,29.175,41.16942897,Poor
LAWSHE ST,LARKIN ST,ATLANTA STUDENT MOVEMENT BLVD,29.0,75.28,58.32065273,Good
10TH ST,HEMPHILL AVE,CENTER ST,31.0,22.655,45.69901794,Poor
LAWSHE ST,PARSONS ST,BECKWITH ST,29.0,40.825,47.10418211,Poor
LAKE AVE,NEKOMA ST,NORTH AVE,29.0,83.3,64.68775,Very Good
HAWICK DR,WEYMAN CT,HOWELL MILL RD,31.0,27.6,54.41250034,Poor
JULIA ST,SOUTH END,NORTH AVE,30.0,44.26,37.3400658,Poor
PULLIAM ST SW,ATLANTA AVE,VASSAR ST,34.0,60.14,66.58229542,Fair
DISTRICT AVE NW,18TH ST NW,17TH 1/2 ST NW,78.0,84.0,65.4,Very Good
ASHLAND AVE,VIRGIL ST,ASHLAND DR,20.0,88.09,69.0717975,Very Good
DEKALB AVE,SOUTHERLAND TER,OXFORD PL,26.0,59.685,69.74255673,Fair
GARRAUX ST NW,HOWELL MILL RD NW,DEAD END,19.0,72.37,56.09439383,Good
DIVISION ST,CAIRO ST,JOSEPH E LOWERY BLVD,23.0,60.01,66.16996674,Fair
PEACHTREE ST NE,INWOOD CIR,INWOOD CIR NE,10.0,6.975,30.6713136,Very Poor
GILBERT ST,VICKERS ST,SHELBY PL,82.0,74.9,54.5988998,Good
FIELDER AVE,DILLON ST,9TH ST,77.0,20.855,46.62393308,Very Poor
LINCOLN ST,THORNTON ST,ARTHUR LANGFORD JR PL SW,33.0,21.755,54.69968144,Poor
JOSEPH E BOONE BLVD,SIMPSON TER,WHITAKER CIR,28.0,63.82,35.03919,Marginal
CRESCENDO DR,CRESCENDO DR,LYRIC WAY,29.0,71.9,51.74601853,Good
LOOMIS AVE,SOUTH END,BRYAN ST,26.0,37.91,48.35449084,Poor
MAIN ST,GIVENS AVE,GIVENS AVE,21.0,50.235,37.61552764,Marginal
EVANS ST,SOUTH END,YORK AVE,34.0,16.85,48.40607523,Very Poor
NORTHWEST DR,WEDGEWOOD DR,JAMES JACKSON PKWY,30.0,49.035,52.32768382,Marginal
CONNALLY ST,RICHMOND ST,RICHARDSON ST,,17.685,78.49435275,Poor
BROWNS MILL RD SW,SOUTHSIDE INDUSTRIAL PKWY,CROWN RD SW,23.0,78.82,78.17568591,Very Good
CAMERON ST,BRYAN ST,NARROW ST,83.0,73.18,51.65319,Good
ROCK SPRINGS RD NE,ROCK SPRINGS PL NE,ROCK SPRINGS CT NE,26.0,45.47,56.59225669,Marginal
EUCLID AVE,DELTA PL,DRUID CIR,21.0,89.8,70.359,Very Good
CHURCH ST,SOUTH END,GIVENS AVE,20.0,54.04,12.99996,Poor
HOWELL MILL RD NW,GLENBROOK DR,WILSON RD NW,72.0,77.1,57.30975,Good
GLENN ST,FORMWALT ST,PRYOR ST,21.0,43.97,57.2149882,Marginal
BRYAN ST SE,OAKLAND AVE SE,CHEROKEE AVE SE,13.0,39.265,54.9632875,Poor
PEACHTREE ST,PRESCOTT ST,LINDEN AVE,84.0,74.92,82.454519,Very Good
FLETCHER ST,SIMS ST,HUBBARD ST,69.0,70.7,65.07022797,Good
8TH ST,ARGONNE AVE,GLENDALE TER,74.0,81.6,67.36572204,Very Good
LETHEA ST,LAKEWOOD AVE,OAK KNOLL CIR SE,17.0,28.085,54.64565519,Poor
FAIRWAY CIR,SAHARA DR,SAINT ANDREWS DR,85.0,34.925,53.96844465,Poor
MARIETTA BLVD,WARREN RD,MARIETTA BLVD,87.0,63.9,35.19975,Marginal
CAMERON M ALEXANDER BLVD,PAINES AVE,ENGLISH AVE,21.0,34.665,47.43874093,Poor
SAND DOLLAR CT,SANDHILL PL,NORTH END,19.0,30.17,40.86667825,Poor
6TH ST,HIGHTOWER RD,ETHERIDGE DR,24.0,60.5,43.78532623,Marginal
GRIFFIN ST,THURMOND ST,ORR ST,23.0,63.455,43.7568981,Fair
FULTON ST,CENTRAL AVE,PULLIAM ST,84.0,55.71,93.44944356,Good
GRANT ST SE,KENDRICK AVE SE,GRANT ST SE,85.0,34.275,49.90688579,Poor
PEEK RD,MAGNA CARTA DR,DONALD LEE HOLLOWELL PKWY,21.0,74.8,67.07362412,Good
DELMONT DR,PEACHTREE RD,SHERIDAN DR,76.0,45.585,38.82650304,Poor
GIBSON ST,NORTHERN AVE,CUMMINGS ST,77.0,72.1,68.18620849,Good
BOSS ST NW,MEANS ST NW,MARIETTA ST NW,21.0,54.8,69.28222458,Fair
VANNOY ST,COLMER AVE,WYLIE ST,83.0,18.385,47.69915254,Very Poor
EDGEWOOD AVE,EUCLID AVE,EUCLID AVE,74.0,24.2,40.35255379,Very Poor
CASCADE RD SW,WILSON MILL RD SW,CASCADE KNOLLS DR,83.0,87.6,68.676,Very Good
BARFIELD RUN,GILSTARP LN,GATES PL,73.0,89.6,70.216,Very Good
BROWNTOWN RD,JAMES JACKSON PKWY,LIMEY DR,79.0,11.455,56.80427575,Very Poor
STOVALL BLVD,STOVALL TER,STOVALL PL,83.0,33.825,42.65129717,Poor
TURMAN AVE,BYRD ST,JONESBORO RD,88.0,82.8,64.164,Very Good
IVY CHASE NE,IVY RD NE,IVY CHASE NE,81.0,94.3,83.33955,Excellent
BRYN MAWR LN,BRYN MAWR CIR,EAST CONWAY DR,21.0,27.2,44.15199302,Poor
FREDERICA ST,SAINT CHARLES AVE,GREENWOOD AVE,73.0,72.895,78.480128,Good
MECASLIN ST,SOUTH END,BISHOP ST,23.0,40.585,59.32209586,Marginal
ATWOOD ST,BEECHER ST,DONNELLY AVE,73.0,68.84,75.21107616,Good
COURTLAND ST,DECATUR ST,GILMER ST,77.0,58.895,56.00441283,Fair
CAMPBELLTON RD,EPWORTH ST,RYAN ST,22.0,46.135,49.85976889,Marginal
FLAT SHOALS AVE,KIRKWOOD AVE,STOVALL ST,23.0,52.82,41.03500143,Marginal
MOORE ST SE,DECATUR ST,NORTH END,23.0,42.585,40.24124778,Poor
HUMPHRIES DR,HOLLY DR,SPRINGSIDE DR,24.0,69.2,56.45891998,Fair
ARCHCREST DR,WEST END,RUBY H HARPER BLVD SE,,62.87,62.65116871,Fair
SIDNEY MARCUS BLVD,GA 400,BUFORD HIGHWAY,34.0,50.755,73.60372955,Fair
SIDNEY MARCUS BLVD,GA 400,BUFORD HIGHWAY,34.0,50.755,73.60372955,Fair
RICHARDSON ST,MARTIN ST,CONNALLY ST,,71.57,63.29799656,Good
SIDNEY MARCUS BLVD,GA 400,BUFORD HIGHWAY,34.0,50.755,73.60372955,Fair
SIDNEY MARCUS BLVD,GA 400,BUFORD HIGHWAY,34.0,50.755,73.60372955,Fair
SIDNEY MARCUS BLVD,GA 400,BUFORD HIGHWAY,34.0,50.755,73.60372955,Fair
EVANS DR,HARTE DR,LANIER DR,32.0,68.32,76.4105535,Good
MILLER AVE,OAKDALE RD,HILLCREST AVE,32.0,62.755,54.55579634,Fair
EUHRLEE ST,ATLANTA STUDENT MOVEMENT BLVD,PARSONS ST,31.0,46.615,66.5303195,Marginal
FABIN ST,BUTLER WAY,EAST END,34.0,77.17,77.5123244,Very Good
FLEET ST,LAKEWOOD AVE,BREWER BLVD,31.0,69.61,74.3719465,Good
ALICE ST SW,RAWSON ST SW,CENTRAL AVE SW,25.0,55.71,93.44944356,Good
HIGGINS ST,SOUTH END,AVON AVE,,22.25,51.98869415,Poor
HOWELL MILL RD,HUFF RD,17TH ST,31.0,23.465,40.86970209,Very Poor
PENELOPE ST,HOWARD ST,AARON ST,85.0,85.1,66.46975,Very Good
SANTA ROSA DR,NAVAJO TRL,SANTA FE TRL,29.0,73.8,61.08814573,Good
HOPE ST,METROPOLITAN PKWY,BERYL ST,36.0,21.62,44.69620209,Very Poor
WOODBRIDGE HOLW NE,WOODBRIDGE HOLLOW CT NE,WOODBRIDGE HOLLOW LN NE,30.0,93.3,80.79755,Excellent
MARIETTA BLVD,WOODMONT LN,PLYMOUTH RD,34.0,71.36,48.76576,Fair
DILL AVE,BELMONT AVE,ATHENS AVE,70.0,76.495,63.47702508,Good
SAINT JOHNS AVE,ADAMS ST,EAST END,,25.9,17.29711031,Very Poor
FREEMONT ST,SOUTH END,GREENDALE DR,,47.45,42.54076629,Marginal
MARTIN ST,FARRINGTON AVE,TUSKEGEE ST,,94.3,86.88117361,Excellent
EUCLID AVE,EDGEWOOD AVE,DRUID CIR,32.0,82.2,84.28309007,Very Good
AVON AVE,EPWORTH ST,WYLAND DR,,17.25,45.63079858,Very Poor
AVON AVE,PRINCESS AVE,PRINCESS AVE,,70.73,77.1207979,Good
GRIFFIN ST,MAGNOLIA ST,FOUNDRY ST,27.0,81.0,67.25804953,Very Good
CENTER ST,TOWER HILL ST,HIGHTOWER RD,31.0,51.65,26.18520663,Poor
DILL AVE,FAIRBANKS ST,FAIRBANKS ST,,7.165,29.75067905,Very Poor
CRUMLEY ST,ORCHARD CT,ORCHARD CT,,71.02,48.20799,Fair
KENDRICK AVE,HILL ST,GRANT ST,,58.375,55.96961208,Fair
WOODBRIDGE HOLLOW LN NE,DEAD END,WOODBRIDGE HOLW NE,36.0,93.3,80.79755,Excellent
PELHAM ST,SIMMONS ST,CAIRO ST,34.0,60.13,58.84977629,Fair
LENOX RD,CHESHIRE BRIDGE RD,CHANTILLY DR,36.0,50.215,64.78264396,Fair
FLORIDA AVE,FAITH AVE,NORTH END,15.0,69.68,78.66754478,Good
BASS ST,IRA ST,GARIBALDI ST,18.0,47.995,56.48166941,Marginal
DILL AVE,DESOTO AVE,BEATIE AVE,88.0,89.77,87.81252627,Excellent
HAYGOOD AVE,DUNNING ST,LINAM ST,,52.02,60.88683047,Marginal
HAYGOOD AVE,LINAM ST,FERN AVE,,57.995,50.38157662,Fair
HAYGOOD AVE,HANK AARON DR,DUNNING ST,,37.945,52.76580746,Poor
WYLIE ST,TYE ST,SHORT ST,71.0,38.8,47.55610631,Poor
TUSKEGEE ST,FARRINGTON PL,GRANT TER,,91.3,74.48355,Excellent
3RD ST,PIEDMONT AVE,MYRTLE ST,78.0,60.595,36.60883811,Marginal
ATLANTA AVE,HILL ST,GRANT ST,,43.505,38.75329083,Poor
ATLANTA AVE,MARTIN ST,GREENFIELD ST,,64.82,41.4065431,Fair
ATLANTA AVE,GRANT TER,HILL ST,,63.065,44.90946415,Fair
ATLANTA AVE,CONNALLY ST,GRANT TER,,77.17,59.14437024,Good
WHITTIER AVE,LAYTON AVE,WALES AVE,81.0,62.095,50.14975614,Fair
NISKEY LAKE CIR,DANFORTH RD,NISKEY LAKE CIR,23.0,97.3,88.50555,Excellent
ARDEN RD,ARDEN OAKS CT,ARGONNE DR,24.0,77.45,57.7774375,Good
DELAWARE AVE,PALATINE AVE,ESSIE AVE,78.0,33.3,53.13133449,Poor
OAK ST,LANGHORN ST,HOPKINS ST,75.0,70.0,69.2009671,Good
BEVERLY LN NE,PINECREST RD NE,DEAD END,25.0,33.975,56.82661244,Poor
CAMERON ST,SOUTH END,BRYAN ST,76.0,41.98,3.76823301,Very Poor
RICHMOND ST,MARTIN ST,CONNALLY ST,,65.99,55.23237937,Fair
CONNALLY ST,CRUMLEY ST,RICHMOND ST,,70.3,47.00775,Fair
IRWIN ST,KROG ST,KROG ST,,42.365,66.86361675,Marginal
MEADOR AVE,MEADOR WAY,WILLIAM NYE DR,32.0,36.0,58.86717336,Poor
JOHNSON RD,PASADENA AVE,NOBLE DR,36.0,34.785,73.06934618,Marginal
BURBANK DR,ROCKMART DR,ARCADIA CIR,33.0,27.5,73.69869828,Poor
WINDSOR ST,RALPH DAVID ABERNATHY BLVD,GLENN ST,,50.42,70.30696631,Fair
GARIBALDI ST,RALPH DAVID ABERNATHY BLVD,GLENN ST,,61.365,66.65690191,Fair
AVON AVE,WYLAND DR,INDALE PL,78.0,70.8,62.69266249,Good
CAMPBELLTON RD,CHILDRESS DR,MAXWELL DR,25.0,72.1,49.95975,Fair
WILLOW PL,WEST END,BOULDERCREST DR,31.0,49.735,53.48930528,Marginal
KIRKWOOD AVE,CLEVELAND ST,CLEVELAND ST,,42.585,52.08305971,Marginal
CHAPEL ST,CHAPEL ST,CENTENNIAL OLYMPIC PARK DR,,70.6,47.511,Fair
HARDEN ST,SOUTH END,WOODWARD AVE,,43.795,49.04532771,Marginal
6TH ST,MCMILLAN ST,FERST DR,82.0,93.5,81.33875,Excellent
MURPHY AVE,OSBORNE ST,BIRCH ST,28.0,25.535,40.83432327,Poor
THOMAS OLIVER CIR,WEST END,NISKEY LAKE RD,25.0,41.65,14.65119468,Poor
PANTHER TRL,STAR MIST DR,CHILDRESS DR,36.0,54.71,56.0969258,Fair
GRANT ST,ATLANTA AVE,ORMOND ST,86.0,66.625,79.77077333,Good
FLORIDA AVE,LARCHWOOD ST,BEACH WAY,72.0,63.82,63.09887129,Fair
JOSEPH E LOWERY BLVD,FAIR ST,ATLANTA STUDENT MOVEMENT BLVD,,89.7,70.28775,Very Good
NANCY CREEK BLUFFS,RIDGEWOOD RD,NANCY CREEK BLUFFS,36.0,41.1,55.55452813,Marginal
MORLEY AVE,HOBART AVE,SCHUYLER AVE,32.0,68.98,75.86840694,Good
LAKE AVE,TIGER FLOWERS DR,WEST LAKE CT,,80.5,61.59375,Good
3RD ST,MARIETTA ST,FORT HOOD PL,34.0,40.345,42.27016818,Poor
POPLAR ST,FAIRLIE ST,CONE ST,,70.87,47.9600775,Fair
FEDERAL TER,BENTEEN AVE,FUNSTON ST,32.0,63.0,59.72346423,Fair
ROSEMONT DR,SW END,GLENWOOD AVE,24.0,54.54,42.53397578,Marginal
MARTIN LUTHER KING JR DR,VINE ST,TATNALL ST,,57.735,52.95371276,Fair
AMBER RD,AMBER PL,ALFRED RD,31.0,20.9,55.24458087,Poor
ALTOONA PL,LUCILE AVE,ENOTA PL,87.0,80.6,61.711,Good
ANNIE ST,MARIETTA RD,CARROLL DR,34.0,60.66,36.34628122,Marginal
BREWER BLVD,BURCHILL ST,BELFAST ST,30.0,53.63,66.37902243,Fair
FORMWALT ST,RALPH DAVID ABERNATHY BLVD,GLENN ST,23.0,58.32,49.16052255,Fair
VINE ST,THURMOND ST,THURMOND ST,,53.69,39.05513061,Marginal
THURMOND ST,VINE ST,WALNUT ST,,63.595,73.73490072,Good
WALKER TER,LAFAYETTE DR,SOUTH PRADO,36.0,69.26,59.91120681,Good
WALNUT ST,THURMOND ST,ROCK ST,,60.66,46.7903132,Fair
CROFT PL,CLOVIS CT,SATURN DR,27.0,72.27,63.70744831,Good
HARDEE ST,KENSINGTON ST,MORELAND AVE,27.0,42.935,53.08459073,Marginal
13TH ST,PEACHTREE ST,JUNIPER ST,,7.95,46.10538675,Very Poor
HIGHTOWER RD,NORTHWEST DR,7TH ST,,64.945,56.94353394,Fair
NORTH HIGHLAND AVE,ELIZABETH ST,BERNINA AVE,,56.035,67.89596936,Fair
RICE ST NW,BELTLINE NW,JEFFERSON ST NW,27.0,58.1,50.36564943,Fair
WALNUT ST,ROCK ST,TYLER ST,,31.025,52.10229807,Poor
VINE ST,ROCK ST,TYLER ST,,31.025,52.10229807,Poor
INMAN VILLAGE PKWY,MONTAG CIR,HALE ST,74.0,93.2,80.5208,Excellent
LYDIA DR,MOBLEY CT,EAST END,82.0,71.99,49.7839975,Fair
MARION ST,FERGUSON ST,OAKDALE RD,,72.41,53.82971754,Good
WOODBINE AVE SE,HOSEA L WILLIAMS DR SE,STANWOOD AVE SE,25.0,52.67,41.51601722,Marginal
OAKDALE RD,EUCLID AVE,FAIRVIEW RD,32.0,57.725,35.10484266,Marginal
KNOX ST,EAST LAKE DR,DANIEL ST,34.0,25.5,69.43585966,Poor
PINE ST,CENTER ST,LOVEJOY ST,88.0,43.035,25.06228362,Poor
BELLVIEW AVE,RIDGE AVE,CAPITOL VIEW AVE,27.0,59.135,59.9487691,Fair
HARVEL DR,HAMILTON E HOLMES DR,SCOTTRIDGE DR,32.0,69.295,51.43270666,Fair
LINDA LN,WENDELL DR,LYDIA DR,90.0,65.665,57.38063223,Fair
TODD RD,ADAIR AVE,ADAIR AVE,,84.8,66.184,Very Good
SEMINOLE AVE NE,MORELAND AVE NE,SINCLAIR AVE,36.0,60.585,51.39988903,Fair
BAYLOR ST,LONGLEY AVE,HERNDON ST,,45.025,55.20798913,Marginal
LANIER PL,SOUTH END,COURTENAY DR,,70.0,46.5,Fair
CAMPBELLTON RD SW,CAMPBELLTON RD SW,CAMBELLTON RD SW,36.0,29.77,63.12930296,Poor
PIERCE AVE,NORTH AVE,DONALD LEE HOLLOWELL PKWY,36.0,27.2,51.59725798,Poor
NORTH HIGHLAND AVE,LANIER BLVD,LANIER BLVD,,55.905,84.74912893,Good
AMSTERDAM AVE,LANIER BLVD,LANIER BLVD,,69.19,64.3505316,Good
EAST CONWAY DR,NORTHSIDE DR,RAINTREE LN,26.0,78.29,81.03891686,Very Good
BELFAST ST,BREWER BLVD,EAST END,29.0,53.63,66.37902243,Fair
CAMPBELLTON RD,STAR MIST DR,CHILDRESS DR,25.0,47.435,54.18680806,Marginal
PEACHTREE ST,11TH ST,11TH ST,34.0,72.2,52.17032721,Good
10TH ST,ATLANTIC DR,HOLLY ST,31.0,42.025,45.49468787,Poor
PEACHTREE DUNWOODY RD,CALVERT LN,CARLTON RDG,90.0,59.685,77.70526701,Good
HAMILTON AVE,PARK ROW NORTH,BENTEEN AVE,31.0,36.585,57.19957086,Poor
JOSEPH AVE,PORTLAND AVE,GLENWOOD AVE,33.0,51.055,64.98549682,Fair
